,Station,OBS Time,Lat,Lon,Current WX,Temperature (F),Wind (mph),peak_wind_gust,Real Feel Temperature,1 Hour Precipitation,WX Code,ptype,color,Time,Max Gust (mph),id,category,description_id,geom,x,y
100,DBQ,2023-02-16 23:53:00Z,42.3984,-90.7091,Snow and/or Graupel,24.10,21.0,27.0,8.32,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 00:00:00+00:00,27.0,,,,,-10097690.822316132,5220845.919134472
101,BPT,2023-02-16 23:53:00Z,29.9521,-94.0261,Rain,54.00,18.0,28.0,54.00,0.0001,-RA,6.0,#169c2f,2023-02-17 00:00:00+00:00,28.0,,,,,-10466937.57327742,3497394.229861562
102,MBS,2023-02-16 23:53:00Z,43.53,-84.08,-FZDZSN BR,23.00,20.0,29.0,7.19,0.04,-FZDZSN BR,0.0,#000000,2023-02-17 00:00:00+00:00,29.0,,,,,-9359742.785898441,5392994.363605281
103,GRR,2023-02-16 23:53:00Z,42.88,-85.52,Mixed Ice Pellets and Snow,26.10,20.0,32.0,11.30,0.03,-PLSN BR,3.0,#56419c,2023-02-17 00:00:00+00:00,32.0,,,,,-9520042.852640755,5293724.4233221635
104,PIL,2023-02-16 23:53:00Z,26.1597,-97.3378,Rain,62.10,19.0,31.0,62.10,0.0001,-RA,6.0,#169c2f,2023-02-17 00:00:00+00:00,31.0,,,,,-10835594.330937505,3018873.9547389904
105,LCH,2023-02-16 23:53:00Z,30.1255,-93.2277,Rain,51.10,12.0,31.0,51.10,0.0001,-RA,6.0,#169c2f,2023-02-17 00:00:00+00:00,31.0,,,,,-10378060.09182807,3519691.920207119
106,BMG,2023-02-16 23:53:00Z,39.146,-86.6167,Rain,44.10,13.0,28.0,37.07,0.0001,-RA BR,6.0,#169c2f,2023-02-17 00:00:00+00:00,28.0,,,,,-9642126.938193738,4742606.449260618
107,OTM,2023-02-16 23:53:00Z,41.1008,-92.4446,Snow and/or Graupel,25.00,19.0,27.0,10.18,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 00:00:00+00:00,27.0,,,,,-10290885.798587857,5027221.029140241
108,MTO,2023-02-16 23:53:00Z,39.4779,-88.2792,Rain,37.00,14.0,38.0,27.61,0.0001,-RA,6.0,#169c2f,2023-02-17 00:00:00+00:00,38.0,,,,,-9827195.591637557,4790359.678640661
109,RFD,2023-02-16 23:54:00Z,42.1927,-89.093,Snow and/or Graupel,26.10,15.0,26.0,13.13,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 00:00:00+00:00,26.0,,,,,-9917787.393245123,5189888.819063277
110,IRK,2023-02-16 23:55:00Z,40.0972,-92.5433,Snow and/or Graupel,26.10,14.0,28.0,13.56,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 00:00:00+00:00,28.0,,,,,-10301873.032329153,4880077.188291713
111,OTM,2023-02-17 00:01:00Z,41.1008,-92.4446,Snow and/or Graupel,25.00,19.0,27.0,10.18,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 01:00:00+00:00,27.0,,,,,-10290885.798587857,5027221.029140241
112,MTO,2023-02-17 00:01:00Z,39.4779,-88.2792,Rain,37.00,14.0,31.0,27.61,0.0001,-RA,6.0,#169c2f,2023-02-17 01:00:00+00:00,31.0,,,,,-9827195.591637557,4790359.678640661
113,IOW,2023-02-17 00:05:00Z,41.6394,-91.5445,Snow and/or Graupel,26.10,16.0,26.0,12.73,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 01:00:00+00:00,26.0,,,,,-10190687.124924833,5107115.433253488
114,OTM,2023-02-17 00:10:00Z,41.1008,-92.4446,Snow and/or Graupel,24.10,19.0,27.0,8.99,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 01:00:00+00:00,27.0,,,,,-10290885.798587857,5027221.029140241
115,MDW,2023-02-17 00:12:00Z,41.786,-87.7524,Snow and/or Graupel,30.90,12.0,26.0,20.60,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 01:00:00+00:00,26.0,,,,,-9768552.48388766,5128976.989777991
116,OTM,2023-02-17 00:13:00Z,41.1008,-92.4446,Snow and/or Graupel,24.10,19.0,27.0,8.99,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 01:00:00+00:00,27.0,,,,,-10290885.798587857,5027221.029140241
117,IOW,2023-02-17 00:15:00Z,41.6394,-91.5445,Snow and/or Graupel,25.00,15.0,27.0,11.71,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 01:00:00+00:00,27.0,,,,,-10190687.124924833,5107115.433253488
118,STL,2023-02-17 00:16:00Z,38.7525,-90.3734,Snow and/or Graupel,35.10,19.0,26.0,23.54,0.0001,-SN,1.0,#1f48cf,2023-02-17 01:00:00+00:00,26.0,,,,,-10060320.86925683,4686281.073490574
119,MBS,2023-02-17 00:18:00Z,43.53,-84.08,Snow and/or Graupel,24.10,15.0,31.0,10.54,0.02,-SN BR,1.0,#1f48cf,2023-02-17 01:00:00+00:00,31.0,,,,,-9359742.785898441,5392994.363605281
120,GRR,2023-02-17 00:21:00Z,42.88,-85.52,Mixed Ice Pellets and Snow,26.10,11.0,28.0,15.01,0.01,-PLSN BR,3.0,#56419c,2023-02-17 01:00:00+00:00,28.0,,,,,-9520042.852640755,5293724.4233221635
121,MBS,2023-02-17 00:24:00Z,43.53,-84.08,Snow and/or Graupel,24.10,15.0,31.0,10.54,0.02,-SN BR,1.0,#1f48cf,2023-02-17 01:00:00+00:00,31.0,,,,,-9359742.785898441,5392994.363605281
122,OTM,2023-02-17 00:30:00Z,41.1008,-92.4446,Unknown Precip,21.90,18.0,28.0,6.45,0.0001,UP BR,0.0,#707070,2023-02-17 01:00:00+00:00,28.0,,,,,-10290885.798587857,5027221.029140241
123,DBQ,2023-02-17 00:32:00Z,42.3984,-90.7091,Snow and/or Graupel,24.10,13.0,28.0,11.45,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 01:00:00+00:00,28.0,,,,,-10097690.822316132,5220845.919134472
124,MBS,2023-02-17 00:33:00Z,43.53,-84.08,Snow and/or Graupel,24.10,16.0,31.0,10.12,0.03,-SN BR,1.0,#1f48cf,2023-02-17 01:00:00+00:00,31.0,,,,,-9359742.785898441,5392994.363605281
125,GRR,2023-02-17 00:34:00Z,42.88,-85.52,Mixed Ice Pellets and Snow,26.10,12.0,28.0,15.13,0.02,-PLSN BR,3.0,#56419c,2023-02-17 01:00:00+00:00,28.0,,,,,-9520042.852640755,5293724.4233221635
126,MTO,2023-02-17 00:41:00Z,39.4779,-88.2792,Unknown Precip,36.00,16.0,31.0,25.63,0.0001,UP,0.0,#707070,2023-02-17 01:00:00+00:00,31.0,,,,,-9827195.591637557,4790359.678640661
127,DBQ,2023-02-17 00:42:00Z,42.3984,-90.7091,Snow and/or Graupel,24.10,16.0,28.0,11.03,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 01:00:00+00:00,28.0,,,,,-10097690.822316132,5220845.919134472
128,RFD,2023-02-17 00:42:00Z,42.1927,-89.093,Snow and/or Graupel,25.00,20.0,28.0,9.58,0.01,-SN BR,1.0,#1f48cf,2023-02-17 01:00:00+00:00,28.0,,,,,-9917787.393245123,5189888.819063277
129,SUE,2023-02-17 00:44:00Z,44.8437,-87.4216,Snow and/or Graupel,21.20,18.0,27.0,5.53,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 01:00:00+00:00,27.0,,,,,-9731727.996333245,5596948.721043017
130,STL,2023-02-17 00:45:00Z,38.7525,-90.3734,Snow and/or Graupel,33.80,14.0,27.0,23.48,0.0001,-SN,1.0,#1f48cf,2023-02-17 01:00:00+00:00,27.0,,,,,-10060320.86925683,4686281.073490574
131,MTO,2023-02-17 00:47:00Z,39.4779,-88.2792,Unknown Precip,35.60,15.0,31.0,25.45,0.0001,UP,0.0,#707070,2023-02-17 01:00:00+00:00,31.0,,,,,-9827195.591637557,4790359.678640661
132,MTO,2023-02-17 00:48:00Z,39.4779,-88.2792,Unknown Precip,36.00,15.0,31.0,25.97,0.0001,UP,0.0,#707070,2023-02-17 01:00:00+00:00,31.0,,,,,-9827195.591637557,4790359.678640661
133,SDF,2023-02-17 00:49:00Z,38.1744,-85.736,Rain,60.10,20.0,31.0,60.10,0.0001,-RA,6.0,#169c2f,2023-02-17 01:00:00+00:00,31.0,,,,,-9544087.862652104,4604092.063153768
134,STL,2023-02-17 00:51:00Z,38.7525,-90.3734,Snow and/or Graupel,34.00,20.0,27.0,21.80,0.0001,-SN,1.0,#1f48cf,2023-02-17 01:00:00+00:00,27.0,,,,,-10060320.86925683,4686281.073490574
135,UGN,2023-02-17 00:51:00Z,42.4222,-87.8679,Snow and/or Graupel,30.00,10.0,28.0,20.46,0.01,-SN BR,1.0,#1f48cf,2023-02-17 01:00:00+00:00,28.0,,,,,-9781409.885074284,5224434.272828981
136,ORD,2023-02-17 00:51:00Z,41.9875,-87.9319,Snow and/or Graupel,30.90,19.0,27.0,17.98,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 01:00:00+00:00,27.0,,,,,-9788534.332485052,5159107.1885415
137,IOW,2023-02-17 00:52:00Z,41.6394,-91.5445,Unknown Precip,26.10,14.0,27.0,13.56,0.0001,UP,0.0,#707070,2023-02-17 01:00:00+00:00,27.0,,,,,-10190687.124924833,5107115.433253488
138,MKE,2023-02-17 00:52:00Z,42.9472,-87.8967,Snow and/or Graupel,26.10,17.0,37.0,12.35,0.03,-SN BLSN,1.0,#1f48cf,2023-02-17 01:00:00+00:00,37.0,,,,,-9784615.886409128,5303938.5985906385
139,ARR,2023-02-17 00:52:00Z,41.77,-88.48,Snow and/or Graupel,27.00,19.0,27.0,12.82,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 01:00:00+00:00,27.0,,,,,-9849548.545388846,5126588.581922751
140,DBQ,2023-02-17 00:53:00Z,42.3984,-90.7091,Snow and/or Graupel,24.10,14.0,28.0,10.98,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 01:00:00+00:00,28.0,,,,,-10097690.822316132,5220845.919134472
141,CSV,2023-02-17 00:53:00Z,35.9513,-85.085,Rain with Thunderstorm,59.00,5.0,28.0,59.00,0.31,VCTS +RA BR,6.0,#169c2f,2023-02-17 01:00:00+00:00,28.0,,,,,-9471618.874145681,4293922.394582194
142,MBS,2023-02-17 00:53:00Z,43.53,-84.08,Snow and/or Graupel,23.00,16.0,31.0,8.69,0.03,-SN BR,1.0,#1f48cf,2023-02-17 01:00:00+00:00,31.0,,,,,-9359742.785898441,5392994.363605281
143,GRR,2023-02-17 00:53:00Z,42.88,-85.52,Mixed Ice Pellets and Snow,26.10,11.0,28.0,15.01,0.03,-PLSN BR,3.0,#56419c,2023-02-17 01:00:00+00:00,28.0,,,,,-9520042.852640755,5293724.4233221635
144,MDW,2023-02-17 00:53:00Z,41.786,-87.7524,Snow and/or Graupel,30.90,11.0,26.0,21.08,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 01:00:00+00:00,26.0,,,,,-9768552.48388766,5128976.989777991
145,RSP,2023-02-17 00:54:00Z,39.645,-77.468,Rain,53.10,12.0,27.0,M,0.01,-RA,6.0,#169c2f,2023-02-17 01:00:00+00:00,27.0,,,,,-8623698.312773317,4814487.957919183
146,RFD,2023-02-17 00:54:00Z,42.1927,-89.093,Snow and/or Graupel,25.00,18.0,28.0,10.53,0.02,-SN BR,1.0,#1f48cf,2023-02-17 01:00:00+00:00,28.0,,,,,-9917787.393245123,5189888.819063277
147,SDF,2023-02-17 00:56:00Z,38.1744,-85.736,Rain,57.90,16.0,31.0,57.90,0.0001,-RA,6.0,#169c2f,2023-02-17 01:00:00+00:00,31.0,,,,,-9544087.862652104,4604092.063153768
148,SUE,2023-02-17 00:56:00Z,44.8437,-87.4216,Snow and/or Graupel,21.90,20.0,27.0,5.72,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 01:00:00+00:00,27.0,,,,,-9731727.996333245,5596948.721043017
149,MNM,2023-02-17 00:57:00Z,45.1266,-87.6384,Snow and/or Graupel,21.90,16.0,26.0,7.25,0.00,-SN,1.0,#1f48cf,2023-02-17 01:00:00+00:00,26.0,,,,,-9755862.061937226,5641474.133074889
150,ARR,2023-02-17 01:01:00Z,41.77,-88.48,Snow and/or Graupel,27.00,19.0,26.0,12.82,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 02:00:00+00:00,26.0,,,,,-9849548.545388846,5126588.581922751
151,SDF,2023-02-17 01:03:00Z,38.1744,-85.736,Rain,57.00,20.0,28.0,57.00,0.0001,-RA,6.0,#169c2f,2023-02-17 02:00:00+00:00,28.0,,,,,-9544087.862652104,4604092.063153768
152,ARR,2023-02-17 01:08:00Z,41.77,-88.48,Snow and/or Graupel,27.00,20.0,29.0,12.50,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 02:00:00+00:00,29.0,,,,,-9849548.545388846,5126588.581922751
153,SDF,2023-02-17 01:10:00Z,38.1744,-85.736,Rain,55.00,22.0,30.0,55.00,0.0001,-RA BR,6.0,#169c2f,2023-02-17 02:00:00+00:00,30.0,,,,,-9544087.862652104,4604092.063153768
154,MKE,2023-02-17 01:16:00Z,42.9472,-87.8967,Snow and/or Graupel,26.10,15.0,26.0,13.13,0.0001,-SN BLSN,1.0,#1f48cf,2023-02-17 02:00:00+00:00,26.0,,,,,-9784615.886409128,5303938.5985906385
155,BRL,2023-02-17 01:23:00Z,40.7729,-91.1255,Snow and/or Graupel,27.00,19.0,29.0,12.82,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 02:00:00+00:00,29.0,,,,,-10144044.258282451,4978901.954145069
156,MLI,2023-02-17 01:24:00Z,41.4485,-90.5075,Snow and/or Graupel,28.90,16.0,28.0,16.38,0.0001,-SN,1.0,#1f48cf,2023-02-17 02:00:00+00:00,28.0,,,,,-10075248.812972207,5078722.093813629
157,PIA,2023-02-17 01:24:00Z,40.6675,-89.6839,Snow and/or Graupel,28.90,12.0,27.0,18.06,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 02:00:00+00:00,27.0,,,,,-9983566.080354868,4963421.006114971
158,STL,2023-02-17 01:26:00Z,38.7525,-90.3734,Snow and/or Graupel,34.00,18.0,30.0,22.38,0.0001,-SN,1.0,#1f48cf,2023-02-17 02:00:00+00:00,30.0,,,,,-10060320.86925683,4686281.073490574
159,BRL,2023-02-17 01:33:00Z,40.7729,-91.1255,Snow and/or Graupel,26.10,16.0,29.0,12.73,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 02:00:00+00:00,29.0,,,,,-10144044.258282451,4978901.954145069
160,ARR,2023-02-17 01:33:00Z,41.77,-88.48,Snow and/or Graupel,26.10,20.0,29.0,11.30,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 02:00:00+00:00,29.0,,,,,-9849548.545388846,5126588.581922751
161,TUP,2023-02-17 01:35:00Z,34.2608,-88.7711,Rain,55.00,14.0,27.0,55.00,0.0001,RA,6.0,#169c2f,2023-02-17 02:00:00+00:00,27.0,,,,,-9881953.649158768,4063875.084381783
162,MKE,2023-02-17 01:38:00Z,42.9472,-87.8967,Snow and/or Graupel,25.00,15.0,26.0,11.71,0.01,-SN BLSN,1.0,#1f48cf,2023-02-17 02:00:00+00:00,26.0,,,,,-9784615.886409128,5303938.5985906385
163,MCB,2023-02-17 01:40:00Z,31.18,-90.47,Rain,60.10,18.0,26.0,60.10,0.14,RA BR,6.0,#169c2f,2023-02-17 02:00:00+00:00,26.0,,,,,-10071074.33206746,3656147.699527035
164,DPA,2023-02-17 01:40:00Z,41.9078,-88.2486,Snow and/or Graupel,28.00,16.0,28.0,15.20,0.01,-SN,1.0,#1f48cf,2023-02-17 02:00:00+00:00,28.0,,,,,-9823789.215219282,5147178.321221183
165,ARR,2023-02-17 01:41:00Z,41.77,-88.48,Snow and/or Graupel,26.10,23.0,32.0,10.38,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 02:00:00+00:00,32.0,,,,,-9849548.545388846,5126588.581922751
166,STL,2023-02-17 01:42:00Z,38.7525,-90.3734,Snow and/or Graupel,34.00,20.0,30.0,21.80,0.0001,-SN,1.0,#1f48cf,2023-02-17 02:00:00+00:00,30.0,,,,,-10060320.86925683,4686281.073490574
167,DPA,2023-02-17 01:48:00Z,41.9078,-88.2486,Snow and/or Graupel,26.60,15.0,30.0,13.78,0.01,-SN,1.0,#1f48cf,2023-02-17 02:00:00+00:00,30.0,,,,,-9823789.215219282,5147178.321221183
168,ARR,2023-02-17 01:48:00Z,41.77,-88.48,Snow and/or Graupel,24.80,22.0,33.0,8.94,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 02:00:00+00:00,33.0,,,,,-9849548.545388846,5126588.581922751
169,STL,2023-02-17 01:49:00Z,38.7525,-90.3734,Snow and/or Graupel,33.80,17.0,30.0,22.43,0.0001,-SN,1.0,#1f48cf,2023-02-17 02:00:00+00:00,30.0,,,,,-10060320.86925683,4686281.073490574
170,STL,2023-02-17 01:51:00Z,38.7525,-90.3734,Snow and/or Graupel,33.10,17.0,30.0,21.52,0.0001,-SN,1.0,#1f48cf,2023-02-17 02:00:00+00:00,30.0,,,,,-10060320.86925683,4686281.073490574
171,SPI,2023-02-17 01:52:00Z,39.8447,-89.6839,Unknown Precip,30.90,18.0,26.0,18.30,0.0001,UP,0.0,#707070,2023-02-17 02:00:00+00:00,26.0,,,,,-9983566.080354868,4843400.104142201
172,MLI,2023-02-17 01:52:00Z,41.4485,-90.5075,Snow and/or Graupel,28.00,15.0,28.0,15.59,0.0001,-SN,1.0,#1f48cf,2023-02-17 02:00:00+00:00,28.0,,,,,-10075248.812972207,5078722.093813629
173,DPA,2023-02-17 01:52:00Z,41.9078,-88.2486,Snow and/or Graupel,27.00,17.0,30.0,13.52,0.01,-SN BR,1.0,#1f48cf,2023-02-17 02:00:00+00:00,30.0,,,,,-9823789.215219282,5147178.321221183
174,MKE,2023-02-17 01:52:00Z,42.9472,-87.8967,Snow and/or Graupel,25.00,16.0,26.0,11.29,0.01,-SN BR,1.0,#1f48cf,2023-02-17 02:00:00+00:00,26.0,,,,,-9784615.886409128,5303938.5985906385
175,ARR,2023-02-17 01:52:00Z,41.77,-88.48,Snow and/or Graupel,25.00,22.0,33.0,9.21,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 02:00:00+00:00,33.0,,,,,-9849548.545388846,5126588.581922751
176,MBS,2023-02-17 01:53:00Z,43.53,-84.08,Snow and/or Graupel,21.90,18.0,26.0,6.45,0.03,-SN BR,1.0,#1f48cf,2023-02-17 02:00:00+00:00,26.0,,,,,-9359742.785898441,5392994.363605281
177,LVM,2023-02-17 01:53:00Z,45.7,-110.45,Unknown Precip,32.00,32.0,47.0,16.29,0.0001,UP,0.0,#707070,2023-02-17 02:00:00+00:00,47.0,,,,,-12295237.758117065,5732403.655048728
178,TUP,2023-02-17 01:53:00Z,34.2608,-88.7711,Rain,52.00,10.0,27.0,52.00,0.02,RA,6.0,#169c2f,2023-02-17 02:00:00+00:00,27.0,,,,,-9881953.649158768,4063875.084381783
179,MCB,2023-02-17 01:53:00Z,31.18,-90.47,Rain,59.00,14.0,26.0,59.00,0.14,-RA,6.0,#169c2f,2023-02-17 02:00:00+00:00,26.0,,,,,-10071074.33206746,3656147.699527035
180,BRL,2023-02-17 01:53:00Z,40.7729,-91.1255,Snow and/or Graupel,26.10,15.0,29.0,13.13,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 02:00:00+00:00,29.0,,,,,-10144044.258282451,4978901.954145069
181,JAN,2023-02-17 01:54:00Z,32.32,-90.08,Rain,55.90,15.0,29.0,55.90,0.0001,-RA,6.0,#169c2f,2023-02-17 02:00:00+00:00,29.0,,,,,-10027659.730658082,3805389.287256368
182,RSP,2023-02-17 01:54:00Z,39.645,-77.468,Rain,M,14.0,28.0,M,0.01,-RA,6.0,#169c2f,2023-02-17 02:00:00+00:00,28.0,,,,,-8623698.312773317,4814487.957919183
183,RFD,2023-02-17 01:54:00Z,42.1927,-89.093,Snow and/or Graupel,24.10,18.0,33.0,9.35,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 02:00:00+00:00,33.0,,,,,-9917787.393245123,5189888.819063277
184,PIA,2023-02-17 01:54:00Z,40.6675,-89.6839,Snow and/or Graupel,28.90,12.0,27.0,18.06,0.0001,-SN,1.0,#1f48cf,2023-02-17 02:00:00+00:00,27.0,,,,,-9983566.080354868,4963421.006114971
185,XIF,2023-02-17 01:55:00Z,39.729,-77.43,Rain,51.10,0.0,32.0,51.10,0.02,-RA BR,6.0,#169c2f,2023-02-17 02:00:00+00:00,32.0,,,,,-8619468.172123173,4826639.093581474
186,OKK,2023-02-17 01:56:00Z,40.5282,-86.059,Rain,39.90,14.0,27.0,M,0.00,-RA,6.0,#169c2f,2023-02-17 02:00:00+00:00,27.0,,,,,-9580044.05817833,4942998.377685461
187,BMI,2023-02-17 01:56:00Z,40.4771,-88.9159,Snow and/or Graupel,28.90,22.0,30.0,14.43,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 02:00:00+00:00,30.0,,,,,-9898072.711425634,4935517.306492867
188,SUE,2023-02-17 01:56:00Z,44.8437,-87.4216,Snow and/or Graupel,21.00,15.0,27.0,6.52,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 02:00:00+00:00,27.0,,,,,-9731727.996333245,5596948.721043017
189,OQT,2023-02-17 01:57:00Z,36.023,-84.2336,Heavy Rain,62.10,14.0,27.0,62.10,0.02,+RA BR,6.0,#169c2f,2023-02-17 02:00:00+00:00,27.0,,,,,-9376841.459684288,4303786.598255716
190,RFD,2023-02-17 02:02:00Z,42.1927,-89.093,Snow and/or Graupel,24.10,19.0,28.0,8.99,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 03:00:00+00:00,28.0,,,,,-9917787.393245123,5189888.819063277
191,ARR,2023-02-17 02:03:00Z,41.77,-88.48,Snow and/or Graupel,25.00,21.0,30.0,9.52,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 03:00:00+00:00,30.0,,,,,-9849548.545388846,5126588.581922751
192,JAN,2023-02-17 02:05:00Z,32.32,-90.08,Rain,53.10,21.0,28.0,53.10,0.0001,RA BR,6.0,#169c2f,2023-02-17 03:00:00+00:00,28.0,,,,,-10027659.730658082,3805389.287256368
193,DPA,2023-02-17 02:08:00Z,41.9078,-88.2486,Snow and/or Graupel,27.00,17.0,27.0,13.52,0.0001,-SN,1.0,#1f48cf,2023-02-17 03:00:00+00:00,27.0,,,,,-9823789.215219282,5147178.321221183
194,PWK,2023-02-17 02:10:00Z,42.1208,-87.9047,Snow and/or Graupel,28.00,20.0,29.0,13.83,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 03:00:00+00:00,29.0,,,,,-9785506.442335477,5179091.909185362
195,GRR,2023-02-17 02:11:00Z,42.88,-85.52,Mixed Ice Pellets and Snow,25.00,15.0,26.0,11.71,0.01,-PLSN BR,3.0,#56419c,2023-02-17 03:00:00+00:00,26.0,,,,,-9520042.852640755,5293724.4233221635
196,JAN,2023-02-17 02:12:00Z,32.32,-90.08,Rain,52.00,14.0,28.0,52.00,0.03,RA,6.0,#169c2f,2023-02-17 03:00:00+00:00,28.0,,,,,-10027659.730658082,3805389.287256368
197,OQT,2023-02-17 02:14:00Z,36.023,-84.2336,Heavy Rain,60.10,3.0,27.0,60.10,0.29,+RA BR,6.0,#169c2f,2023-02-17 03:00:00+00:00,27.0,,,,,-9376841.459684288,4303786.598255716
198,CVG,2023-02-17 02:20:00Z,39.0431,-84.6717,Rain,59.00,21.0,30.0,59.00,0.0001,-RA,6.0,#169c2f,2023-02-17 03:00:00+00:00,30.0,,,,,-9425610.528600821,4727847.159468129
199,BRL,2023-02-17 02:22:00Z,40.7729,-91.1255,Snow and/or Graupel,25.00,15.0,27.0,11.71,0.0001,-SN,1.0,#1f48cf,2023-02-17 03:00:00+00:00,27.0,,,,,-10144044.258282451,4978901.954145069
200,ORD,2023-02-17 02:22:00Z,41.9875,-87.9319,Snow and/or Graupel,27.00,19.0,28.0,12.82,0.02,-SN BR,1.0,#1f48cf,2023-02-17 03:00:00+00:00,28.0,,,,,-9788534.332485052,5159107.1885415
201,DPA,2023-02-17 02:23:00Z,41.9078,-88.2486,Snow and/or Graupel,26.10,19.0,27.0,11.63,0.0001,-SN,1.0,#1f48cf,2023-02-17 03:00:00+00:00,27.0,,,,,-9823789.215219282,5147178.321221183
202,MSL,2023-02-17 02:25:00Z,34.7439,-87.5996,Rain,57.90,12.0,28.0,57.90,0.04,RA BR,6.0,#169c2f,2023-02-17 03:00:00+00:00,28.0,,,,,-9751542.865694446,4129132.411027739
203,RFD,2023-02-17 02:26:00Z,42.1927,-89.093,Snow and/or Graupel,24.10,19.0,30.0,8.99,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 03:00:00+00:00,30.0,,,,,-9917787.393245123,5189888.819063277
204,SUE,2023-02-17 02:29:00Z,44.8437,-87.4216,Snow and/or Graupel,19.40,16.0,27.0,4.00,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 03:00:00+00:00,27.0,,,,,-9731727.996333245,5596948.721043017
205,ORD,2023-02-17 02:30:00Z,41.9875,-87.9319,Snow and/or Graupel,27.00,17.0,28.0,13.52,0.02,-SN BR,1.0,#1f48cf,2023-02-17 03:00:00+00:00,28.0,,,,,-9788534.332485052,5159107.1885415
206,MSY,2023-02-17 02:31:00Z,29.9933,-90.2511,Rain,73.90,9.0,30.0,73.90,0.13,-RA,6.0,#169c2f,2023-02-17 03:00:00+00:00,30.0,,,,,-10046706.495532813,3502688.650044367
207,GRR,2023-02-17 02:33:00Z,42.88,-85.52,Snow and/or Graupel,25.00,14.0,26.0,12.14,0.02,-SN BR,1.0,#1f48cf,2023-02-17 03:00:00+00:00,26.0,,,,,-9520042.852640755,5293724.4233221635
208,DPA,2023-02-17 02:36:00Z,41.9078,-88.2486,Snow and/or Graupel,26.10,17.0,27.0,12.35,0.0001,-SN,1.0,#1f48cf,2023-02-17 03:00:00+00:00,27.0,,,,,-9823789.215219282,5147178.321221183
209,SUE,2023-02-17 02:41:00Z,44.8437,-87.4216,Snow and/or Graupel,19.40,16.0,27.0,4.00,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 03:00:00+00:00,27.0,,,,,-9731727.996333245,5596948.721043017
210,DPA,2023-02-17 02:42:00Z,41.9078,-88.2486,Snow and/or Graupel,26.10,20.0,27.0,11.30,0.0001,-SN,1.0,#1f48cf,2023-02-17 03:00:00+00:00,27.0,,,,,-9823789.215219282,5147178.321221183
211,OQT,2023-02-17 02:43:00Z,36.023,-84.2336,Rain,60.10,0.0,27.0,60.10,0.60,RA BR,6.0,#169c2f,2023-02-17 03:00:00+00:00,27.0,,,,,-9376841.459684288,4303786.598255716
212,PIB,2023-02-17 02:43:00Z,31.4671,-89.3371,Rain,64.40,14.0,26.0,64.40,0.55,-RA,6.0,#169c2f,2023-02-17 03:00:00+00:00,26.0,,,,,-9944960.48094776,3693560.708302743
213,SPI,2023-02-17 02:47:00Z,39.8447,-89.6839,Freezing Rain,30.20,13.0,26.0,19.26,0.0001,-FZRA,4.0,#e30bc6,2023-02-17 03:00:00+00:00,26.0,,,,,-9983566.080354868,4843400.104142201
214,SPI,2023-02-17 02:50:00Z,39.8447,-89.6839,Freezing Rain,30.20,10.0,26.0,20.71,0.0001,-FZRA,4.0,#e30bc6,2023-02-17 03:00:00+00:00,26.0,,,,,-9983566.080354868,4843400.104142201
215,UGN,2023-02-17 02:51:00Z,42.4222,-87.8679,Snow and/or Graupel,25.00,12.0,27.0,13.09,0.01,-SN BR,1.0,#1f48cf,2023-02-17 03:00:00+00:00,27.0,,,,,-9781409.885074284,5224434.272828981
